Billing Cycle,Enterprise Project,Enterprise Project ID,Account Name,Service Type Code,Service Type,Resource Type Code,Resource Type,Product ID,Billing Mode,Bill Type,Resource ID,Resource Name,Resource Tag,SKU Code,Resource Specifications,Region Code,Region,AZ,Usage Type Code,Usage Type,Unit Price (USD),Unit,Usage,Usage Unit,Package Usage,Usage Type in Reserved Instances,List Price (USD),Discount (USD),Amount (USD),Cash Payment (USD),Credit Payment (USD),Cash Coupon Used (USD),Arrears (USD),Written Off (USD)
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","69dce6b17adb41fe8d84269f17e1e0eb","ECS_Security_by_HSS","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","915","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","vgm-cts-hkk","","Service:CloudTrace;",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"upload.external","Upload_Standard Storage.External","0.00000000","Dollar/1GB","29065484","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","1af1a4289613458fbe04747cfe9408ec","HANA_Bck_II","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"downflow","Downstream bandwidth","0.00000000","Dollar/1GB","324304","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","hk-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download_warm.internal","Download_Infrequent Access Storage.internal","0.00000000","Dollar/1GB","1564","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.vpnconnection","VPN","00301-36680-0--0","Pay-per-Use","Expenditure-use","0dd0c108-1723-4b7d-8914-247d2634d105","","",--,"IPSEC","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00820000","Dollar/1Hour","1065602","Second",--,"0","2.42720454","0.84952159","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","88320e46-ce49-4958-ac11-032b3c37a684","S4APP_USR_SAP","","SAS","High IO|60GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1513846","Second",--,"0","2.52307666","1.00923067","1.40","0.00","1.40","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","eac-db-backup","","Name:EAC;",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"get","Get_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","247","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ec2","Elastic Cloud Server","hws.resource.type.vm","Cloud Host","00301-37241-0--0","Pay-per-Use","Expenditure-use","1e815aae-0a4a-43a1-9874-4316169c2ec6","S4HANA_DB","","e3.7xlarge.12.linux","Large Memory|e3.7xlarge.12|28vCPUs|348GB|linux","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","3.29000000","Dollar/1Hour","1226","Second",--,"0","1.12042777","0.44817111","0.67","0.00","0.67","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","03deeff5081443108a0684c05fd25e21","Memory_Usage_85","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"email","Email","0.00000000",--,"10","Number",--,"0","0.00010000","0.00004000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","c5f30f0e-44b5-4452-aedd-f1296a9aac42","default","","vault.backup.server.normal","Cloud Server Backup Vault|621.0234GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","457200","Second",--,"0","3.94349859","1.57739948","2.33","0.00","2.33","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-34661-0--0","Pay-per-Use","Expenditure-use","6c38af8b-f001-4ce3-baa0-4ae62884f7fb","EAC_FTG","","12_bgp","Dynamic BGP|traffic","ap-southeast-2","AP-Bangkok",--,"upflow","Upstream bandwidth","0.10800000","Dollar/1GB","2274256620","Byte",--,"0","0.22874754","0.08006290","0.04","0.00","0.04","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","vgm-cts-bkk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"upload.external","Upload_Standard Storage.External","0.00000000","Dollar/1GB","3973513","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","34a37caf-6d03-455c-bbd3-cf1eb6240d4e","CCC_ESG_Master_bck","","private.image","private image|14.86739GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","1268042","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","f9188915b3864edea3b026ed9c285629","CPU_Usage_85","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"downflow","Downstream bandwidth","0.00000000","Dollar/1GB","101790","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","ccc-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"get","Get_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","394","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","vgm-fos","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"size","Capacity","0.00003100","Dollar/1GB","0","Byte","42325770240","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.ces","Cloud Eye","hws.resource.type.ces.alarm","Cloud Eye Alarm","00301-19079-0--0","Pay-per-Use","Expenditure-use","7763ba83a0de48c5920a45fff32f78ae_message_notification","","","AlarmMessageNum","Alarm Message Num","ap-southeast-1","AP-Hong Kong",--,"alarm.count","count","0.00000000","Dollar/1PCS","2168619","PCS",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","ef10d11e-f442-4b28-85e7-6337f8c37185","KSH_SBV","Project:KSH;","vault.backup.server.normal","Cloud Server Backup Vault|1000GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","1238400","Second",--,"0","17.20000000","6.88000000","10.32","0.00","10.32","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","bkk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","2470316","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","874d59e3-1311-4fd6-992d-8b862738d4d1","CCC_SBV","Project:CCC;","vault.backup.server.normal","Cloud Server Backup Vault|1800GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","1238400","Second",--,"0","30.96000000","12.38400000","18.49","0.00","18.49","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","c3ecedc3-bffd-4bb9-87b7-8c0e5eacac3a","ZGPHANA_SAC","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","45464400","Byte",--,"0","0.00647606","0.00226740","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","sles-image","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","18490","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","bkk-monthly-bk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"upload_warm.internal","Upload_Infrequent Access Storage.internal","0.00000000","Dollar/1GB","4812949001","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-34661-0--0","Pay-per-Use","Expenditure-use","176dff20-d74f-4458-a2c9-598d4e6d58ea","VGMHRM","","12_bgp","Dynamic BGP|traffic","ap-southeast-2","AP-Bangkok",--,"upflow","Upstream bandwidth","0.10800000","Dollar/1GB","3440999340","Byte",--,"0","0.34610176","0.12113681","0.01","0.00","0.01","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","b24b8a0b-e6de-448e-a1b4-948f7c116950","S4DB-volume-0000","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1115","Second",--,"0","0.00309720","0.00123887","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","32fa0237-0584-439a-ba77-9d538aac1854","SLES12.3_BK","","private.image","private image|2.94902GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","6a233d22-ad81-49f3-9a1d-e90b09bc9d06","S4APP_HANA_LOG","","SAS","High IO|50GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1513798","Second",--,"0","2.10249722","0.84099889","1.22","0.00","1.22","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","396738","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","f12ffd6a-a3f6-44fc-879d-ce8876625d49","EABC_SRV_Daily","","vault.backup.server.normal","Cloud Server Backup Vault|1480GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","26.64000000","10.65600000","15.90","0.00","15.90","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","vgm-cts-bkk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"get","Get_Standard Storage","0.00040000","Dollar/1,000PCS","0","PCS","940","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","bkk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"size_warm","Capacity_Infrequent Access Storage","0.00001900","Dollar/1GB","289700556551978","Byte",--,"0","5.24607835","2.09843290","3.00","0.00","3.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","03deeff5081443108a0684c05fd25e21","Memory_Usage_85","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"downflow","Downstream bandwidth","0.15300000","Dollar/1GB","18485715","Byte",--,"0","0.00263325","0.00105396","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","c2703654-c4fd-4854-9e6b-ca33402b3130","S4HANADB-volume-0000","","SAS","High IO|100GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","598479","Second",--,"0","1.66244165","0.66497665","0.96","0.00","0.96","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","f12ffd6a-a3f6-44fc-879d-ce8876625d49","EABC_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|1480GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","26.64000000","10.65600000","15.90","0.00","15.90","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"early_deleted_warm","early_deleted_warm ","0.00001900","Dollar/1GB","908081809467850","Byte",--,"0","16.44446121","6.57778452","9.73","0.00","9.73","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","a2e21116-044b-484b-939c-282beef16601","CCC_RSP_Master_bck","","private.image","private image|14.32288GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","1268847","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","bkk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"upload_warm.internal","Upload_Infrequent Access Storage.internal","0.00000000","Dollar/1GB","191221853683","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","edf781f3-2998-4701-a51d-70d39a7d7efa","sles15_for_sap","","private.image","private image|2.000763GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","aef71553-5b19-4379-86ae-4e0cfbf1a45b","S4DB_HANA_DATA","","SAS","High IO|400GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1598167","Second",--,"0","17.75741110","7.10296445","8.88","0.00","8.88","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","5486554c-119f-4e61-8186-2f087db8ca7d","S4_SAPMNT","","SAS","High IO|150GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","162759","Second",--,"0","0.68246526","0.27298611","0.39","0.00","0.39","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","36acf450-5677-4fbc-9405-243c132f9de0","ZGP_HANABK","","private.image","private image|13.17794GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0-4730","Pay-per-Use","Expenditure-use","vgm-cts-bkk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"upload.internal","Upload_Standard Storage.Internal","0.00000000","Dollar/1GB","10039799","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ims","Image Management Service","hws.resource.type.ims","Image Management Service","00301-111036-0--0","Pay-per-Use","Expenditure-use","464f62e5-d31f-4b6b-947d-2534d203643f","SLES_11.4_From_KSH_HANA","SLES:11.4;","private.image","private image|7.528488GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00000000","Dollar/1Hour","2592000","Second",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","5323157d62334e5b8636c95a9af3c2b5","Memory_Usage","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"email","Email","0.00000000","Dollar/1Number","995","Number",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","b6041be3-b0f6-40ea-a8ee-500666b4031e","S4DB_USR_SAP","","SAS","High IO|60GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1515618","Second",--,"0","2.52602999","1.01041200","1.40","0.00","1.40","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","hk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download_warm.internal","Download_Infrequent Access Storage.internal","0.00000000","Dollar/1GB","115849","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0-ae9e","Pay-per-Use","Expenditure-use","eac-db-backup","","Name:EAC;",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","145037","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.vpnconnection","VPN","00301-36680-0--0","Pay-per-Use","Expenditure-use","8283d481-32c2-4313-b3de-5126399ccfdf","","",--,"IPSEC","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00820000","Dollar/1Hour","2592000","Second",--,"0","5.90400000","2.06640000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","5323157d62334e5b8636c95a9af3c2b5","Memory_Usage","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"downflow","Downstream bandwidth","0.00000000","Dollar/1GB","14089255","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","bkk-monthly-bk","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"size_warm","Capacity_Infrequent Access Storage","0.00001900","Dollar/1GB","21916908548055","Byte",--,"0","0.39688492","0.15875794","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","1b403acc54bf4a12bd645d67a5b78804","Wins_OS_Disk_75","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"downflow","Downstream bandwidth","0.15300000","Dollar/1GB","102700","Byte",--,"0","0.00001462","0.00000585","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","hk-monthly-bk","","",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"put_warm","Put_Infrequent Access Storage","0.00500000","Dollar/1,000PCS","3855","PCS",--,"0","0.01927500","0.00771000","0.01","0.00","0.01","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-36685-0--0","Pay-per-Use","Expenditure-use","bkk-customer-dailybackup","","",--,"Object Storage Service","ap-southeast-2","AP-Bangkok",--,"get_warm","Get_Infrequent Access Storage","0.00100000","Dollar/1,000PCS","10942","PCS",--,"0","0.01094200","0.00437680","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","be6c2f73-570a-46c2-9c56-341df1326632","ZGP_SBV","Project:ZGP;","vault.backup.server.normal","Cloud Server Backup Vault|1000GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","1238400","Second",--,"0","17.20000000","6.88000000","10.32","0.00","10.32","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-36271-0--0","Pay-per-Use","Expenditure-use","03deeff5081443108a0684c05fd25e21","Memory_Usage_85","",--,"SMN","ap-southeast-2","AP-Bangkok",--,"email","Email","2.00000000","Dollar/100,000Number","805","Number",--,"0","0.01610000","0.00644000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.vpnconnection","VPN","00301-36680-0--0","Pay-per-Use","Expenditure-use","e508207f-31c2-4ae3-99ea-194609f29bb0","","",--,"IPSEC","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00820000","Dollar/1Hour","2592000","Second",--,"0","5.90400000","2.06640000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-27120-0--0-5b5b","Pay-per-Use","Expenditure-use","","","",--,"Object Storage Service","cn-north-1","CN North-Beijing1",--,"download.internal","Download_Standard Storage.Internal","0.00000000","Dollar/1GB","632624","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.smn","Simple Message Notification","hws.resource.type.smn","Simple Message Notification","00301-06001-0--0","Pay-per-Use","Expenditure-use","591b942cc5774c299ab6b95c0509c160","Memory_Usage_90","",--,"SMN","ap-southeast-1","AP-Hong Kong",--,"downflow","Downstream bandwidth","0.00000000","Dollar/1GB","711680","Byte",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.bandwidth","Fixed Bandwidth","00301-01073-0--0","Pay-per-Use","Expenditure-use","d48abb9f-5c40-4a4e-9fc9-97b830b1f00d","VCS_Traffic","","12_bgp","Dynamic BGP|traffic","ap-southeast-1","AP-Hong Kong",--,"upflow","Upstream bandwidth","0.15300000","Dollar/1GB","311764799280","Byte",--,"0","44.42409648","15.54843519","26.18","0.00","26.18","0.00","0.00","0.00"
